session_id,round_idx,prefix_len,input_len,output_len,tool_wait_after_ms
claude:e6f4d789-e73f-1114-4aad-6dca1123c010,4,22324,2172,1861,0
claude:e89e14a3-e5d1-7c0d-e5c1-e3043bf3ff3f,0,0,19631,252,4
claude:e89e14a3-e5d1-7c0d-e5c1-e3043bf3ff3f,1,0,20859,215,68
claude:e89e14a3-e5d1-7c0d-e5c1-e3043bf3ff3f,2,20607,773,213,4202
claude:e89e14a3-e5d1-7c0d-e5c1-e3043bf3ff3f,3,21378,599,377,6771
claude:e89e14a3-e5d1-7c0d-e5c1-e3043bf3ff3f,4,21975,1460,2018,0
claude:ea26e136-a5db-dd2e-eb9e-7cd67e7f370c,0,27314,1631,204,16
claude:ea26e136-a5db-dd2e-eb9e-7cd67e7f370c,1,28942,2565,111,90
claude:ea26e136-a5db-dd2e-eb9e-7cd67e7f370c,2,31505,131,103,48
claude:ea26e136-a5db-dd2e-eb9e-7cd67e7f370c,3,31635,348,490,47686
claude:ea26e136-a5db-dd2e-eb9e-7cd67e7f370c,4,31982,593,300,0
claude:ecbde7a2-8d8d-627e-a41d-3ebaf907c866,0,9780,19026,4,539
claude:ecbde7a2-8d8d-627e-a41d-3ebaf907c866,1,28804,4982,5,0
claude:ecbde7a2-8d8d-627e-a41d-3ebaf907c866,2,33784,3795,5445,111
claude:ecbde7a2-8d8d-627e-a41d-3ebaf907c866,3,37577,5759,269,25
claude:ecbde7a2-8d8d-627e-a41d-3ebaf907c866,4,43334,2580,5895,0
claude:edd0ea9d-afe8-7106-57ca-8c8c582d6591,0,14039,3731,1,1688
claude:edd0ea9d-afe8-7106-57ca-8c8c582d6591,1,16150,2776,325,3838
claude:edd0ea9d-afe8-7106-57ca-8c8c582d6591,2,18924,827,211,2554
claude:edd0ea9d-afe8-7106-57ca-8c8c582d6591,3,19749,1831,288,6144
claude:edd0ea9d-afe8-7106-57ca-8c8c582d6591,4,20717,1649,1,0
claude:eeaaf5c1-8d2f-5ef5-0870-b75bf888811a,0,12978,2842,177,21117
claude:eeaaf5c1-8d2f-5ef5-0870-b75bf888811a,1,15817,2866,288,90209
claude:eeaaf5c1-8d2f-5ef5-0870-b75bf888811a,2,18682,2631,182,25833
claude:eeaaf5c1-8d2f-5ef5-0870-b75bf888811a,3,21312,477,95,300000
claude:eeaaf5c1-8d2f-5ef5-0870-b75bf888811a,4,12978,9012,850,0
claude:efda1233-3d86-1d27-0358-d9a055c1fb31,0,12111,2230,139,1435
claude:efda1233-3d86-1d27-0358-d9a055c1fb31,1,14338,18782,1,32
claude:efda1233-3d86-1d27-0358-d9a055c1fb31,2,33115,6181,148,723
claude:efda1233-3d86-1d27-0358-d9a055c1fb31,3,39291,492,189,862
claude:efda1233-3d86-1d27-0358-d9a055c1fb31,4,39778,4299,6313,0
claude:efedbc29-7e51-501d-7c9a-6c7ffb2943f6,0,0,19667,5,4
claude:efedbc29-7e51-501d-7c9a-6c7ffb2943f6,1,8050,13141,257,94
claude:efedbc29-7e51-501d-7c9a-6c7ffb2943f6,2,20939,839,254,7498
claude:efedbc29-7e51-501d-7c9a-6c7ffb2943f6,3,21776,722,713,8002
claude:efedbc29-7e51-501d-7c9a-6c7ffb2943f6,4,22496,2023,3,0
claude:f452d506-458f-9399-5e53-3a137e9d9884,0,0,63403,3132,300000
claude:f452d506-458f-9399-5e53-3a137e9d9884,1,0,66571,162,40
claude:f452d506-458f-9399-5e53-3a137e9d9884,2,66569,8385,1639,3939
claude:f452d506-458f-9399-5e53-3a137e9d9884,3,74952,3054,179,26
claude:f452d506-458f-9399-5e53-3a137e9d9884,4,78004,548,2231,0
claude:f4ba899d-5858-714d-5ad1-91b9de2359d3,0,0,19555,205,3
claude:f4ba899d-5858-714d-5ad1-91b9de2359d3,1,8050,12686,230,4553
claude:f4ba899d-5858-714d-5ad1-91b9de2359d3,2,20484,867,664,7071
claude:f4ba899d-5858-714d-5ad1-91b9de2359d3,3,21349,1838,6,7260
claude:f4ba899d-5858-714d-5ad1-91b9de2359d3,4,23185,791,2513,0
claude:f5028d40-8b6d-f28e-31d9-c5615d3b73aa,0,14062,4640,132,29
claude:f5028d40-8b6d-f28e-31d9-c5615d3b73aa,1,17097,5450,1565,3
claude:f5028d40-8b6d-f28e-31d9-c5615d3b73aa,2,21529,2727,191,3061
claude:f5028d40-8b6d-f28e-31d9-c5615d3b73aa,3,24254,380,1705,88
claude:f5028d40-8b6d-f28e-31d9-c5615d3b73aa,4,24632,1783,223,0
claude:f62aa01c-cc9d-2e5e-c3e1-516dbf37292c,0,0,41476,585,2507
claude:f62aa01c-cc9d-2e5e-c3e1-516dbf37292c,1,38048,4803,392,0
claude:f62aa01c-cc9d-2e5e-c3e1-516dbf37292c,2,42849,4878,546,0
claude:f62aa01c-cc9d-2e5e-c3e1-516dbf37292c,3,47725,2963,397,0
claude:f62aa01c-cc9d-2e5e-c3e1-516dbf37292c,4,50686,4581,2466,0
claude:f7ddd781-d39c-cc23-ed27-fe42ba3cf007,0,8097,18258,418,0
claude:f7ddd781-d39c-cc23-ed27-fe42ba3cf007,1,23626,6839,558,0
claude:f7ddd781-d39c-cc23-ed27-fe42ba3cf007,2,29334,8764,568,0
claude:f7ddd781-d39c-cc23-ed27-fe42ba3cf007,3,38096,1727,714,0
claude:f7ddd781-d39c-cc23-ed27-fe42ba3cf007,4,39821,5330,2835,0
claude:f862a885-c16b-ff5a-fe0f-9a46d60f3d70,0,13060,2710,187,0
claude:f862a885-c16b-ff5a-fe0f-9a46d60f3d70,1,15767,504,152,0
claude:f862a885-c16b-ff5a-fe0f-9a46d60f3d70,2,16270,2803,1,0
claude:f862a885-c16b-ff5a-fe0f-9a46d60f3d70,3,19072,3697,107,47701
claude:f862a885-c16b-ff5a-fe0f-9a46d60f3d70,4,22768,128,1,0
claude:ffec53c6-59be-f932-a47c-36d7695dc2e1,0,9131,5260,3,0
claude:ffec53c6-59be-f932-a47c-36d7695dc2e1,1,14388,11961,4,0
claude:ffec53c6-59be-f932-a47c-36d7695dc2e1,2,26348,797,25,0
claude:ffec53c6-59be-f932-a47c-36d7695dc2e1,3,27144,24311,1,0
claude:ffec53c6-59be-f932-a47c-36d7695dc2e1,4,51454,3327,2,0
codex:0267fd53-508f-a0ab-064c-af3b29710696,0,6656,1603,89,16
codex:0267fd53-508f-a0ab-064c-af3b29710696,1,8192,403,72,11
codex:0267fd53-508f-a0ab-064c-af3b29710696,2,8576,2605,72,14
codex:0267fd53-508f-a0ab-064c-af3b29710696,3,11136,2806,421,300000
codex:0267fd53-508f-a0ab-064c-af3b29710696,4,8192,6159,355,0
codex:030e715f-1b84-7e3e-d686-20546c11c32c,0,3200,1048,61,14
codex:030e715f-1b84-7e3e-d686-20546c11c32c,1,3200,2913,59,0
codex:030e715f-1b84-7e3e-d686-20546c11c32c,2,6016,1593,7169,0
codex:030e715f-1b84-7e3e-d686-20546c11c32c,3,13952,3390,63,0
codex:030e715f-1b84-7e3e-d686-20546c11c32c,4,17280,2164,4171,0
codex:051dd1af-1326-229a-2210-5ca9180bad52,0,14208,810,542,248
codex:051dd1af-1326-229a-2210-5ca9180bad52,1,14720,3680,3657,219
codex:051dd1af-1326-229a-2210-5ca9180bad52,2,18304,3803,2216,257
codex:051dd1af-1326-229a-2210-5ca9180bad52,3,21888,2570,2953,277
codex:051dd1af-1326-229a-2210-5ca9180bad52,4,24448,3110,2608,0
codex:08a0d027-770a-dc9f-1ff8-3a7269203560,0,7040,13456,109,300000
codex:08a0d027-770a-dc9f-1ff8-3a7269203560,1,20352,11391,89,18991
codex:08a0d027-770a-dc9f-1ff8-3a7269203560,2,31616,1042,65,12915
codex:08a0d027-770a-dc9f-1ff8-3a7269203560,3,32128,1389,74,13322
codex:08a0d027-770a-dc9f-1ff8-3a7269203560,4,33152,1325,79,0
codex:0b97b42b-8303-7430-86ed-394f7a58f8e4,0,9600,2025,278,3253
codex:0b97b42b-8303-7430-86ed-394f7a58f8e4,1,11136,1008,264,1615
codex:0b97b42b-8303-7430-86ed-394f7a58f8e4,2,11648,880,42,8053
codex:0b97b42b-8303-7430-86ed-394f7a58f8e4,3,12160,427,537,6840
codex:0b97b42b-8303-7430-86ed-394f7a58f8e4,4,9600,4076,952,0
codex:1236cd0e-937c-67a8-d71a-019b037841e0,0,5504,13447,656,16245
codex:1236cd0e-937c-67a8-d71a-019b037841e0,1,18816,408,575,68
codex:1236cd0e-937c-67a8-d71a-019b037841e0,2,19712,161,131,8
codex:1236cd0e-937c-67a8-d71a-019b037841e0,3,19840,238,128,7050
codex:1236cd0e-937c-67a8-d71a-019b037841e0,4,19072,539,523,0
codex:1343ba00-47c4-a023-ef54-c358011ae286,0,7040,7452,89,23142
codex:1343ba00-47c4-a023-ef54-c358011ae286,1,14208,5437,40,9188
codex:1343ba00-47c4-a023-ef54-c358011ae286,2,19328,2419,37,300000
codex:1343ba00-47c4-a023-ef54-c358011ae286,3,21376,14318,52,215181
codex:1343ba00-47c4-a023-ef54-c358011ae286,4,35200,7136,92,0
codex:14ed91c8-2de7-a6c1-c619-68ae755295b6,0,13696,644,182,2477
codex:14ed91c8-2de7-a6c1-c619-68ae755295b6,1,13696,5938,343,2869
codex:14ed91c8-2de7-a6c1-c619-68ae755295b6,2,18816,17812,385,3874
codex:14ed91c8-2de7-a6c1-c619-68ae755295b6,3,36224,24177,324,3019
codex:14ed91c8-2de7-a6c1-c619-68ae755295b6,4,59776,5993,1410,0
codex:1ae16f39-39e6-3aef-13e7-34b1d5c12066,0,13696,685,195,1585
codex:1ae16f39-39e6-3aef-13e7-34b1d5c12066,1,13696,11517,236,5246
codex:1ae16f39-39e6-3aef-13e7-34b1d5c12066,2,24960,8839,209,5553
codex:1ae16f39-39e6-3aef-13e7-34b1d5c12066,3,33152,10169,219,10181
codex:1ae16f39-39e6-3aef-13e7-34b1d5c12066,4,42368,10506,913,0
codex:272ea9a6-6f3a-b725-a5b9-f837146f99c1,0,13696,332,254,2805
codex:272ea9a6-6f3a-b725-a5b9-f837146f99c1,1,13696,802,241,2009
codex:272ea9a6-6f3a-b725-a5b9-f837146f99c1,2,13696,1510,277,2661
codex:272ea9a6-6f3a-b725-a5b9-f837146f99c1,3,14720,9838,375,13422
codex:272ea9a6-6f3a-b725-a5b9-f837146f99c1,4,23936,26027,1260,0
codex:2ff46112-6052-6821-6601-2b958e3f3f1d,0,9984,3659,192,3694
codex:2ff46112-6052-6821-6601-2b958e3f3f1d,1,13056,8596,1386,13468
codex:2ff46112-6052-6821-6601-2b958e3f3f1d,2,21248,1804,1057,136501
codex:2ff46112-6052-6821-6601-2b958e3f3f1d,3,22272,1858,1100,32111
codex:2ff46112-6052-6821-6601-2b958e3f3f1d,4,9984,15263,572,0
codex:32094340-0bfc-12f0-ff13-9feea5de1f26,0,13696,637,264,2465
codex:32094340-0bfc-12f0-ff13-9feea5de1f26,1,13696,14139,340,2267
codex:32094340-0bfc-12f0-ff13-9feea5de1f26,2,27008,19207,370,8629
codex:32094340-0bfc-12f0-ff13-9feea5de1f26,3,45440,25772,334,14795
codex:32094340-0bfc-12f0-ff13-9feea5de1f26,4,71040,18396,1031,0
codex:3b36cf42-2993-1096-a0d7-694faab0902c,0,7040,4051,99,1866
codex:3b36cf42-2993-1096-a0d7-694faab0902c,1,7040,8740,179,38197
codex:3b36cf42-2993-1096-a0d7-694faab0902c,2,7040,11220,212,300000
codex:3b36cf42-2993-1096-a0d7-694faab0902c,3,7040,10706,16,16162
codex:3b36cf42-2993-1096-a0d7-694faab0902c,4,17280,2035,70,0
codex:3b751c59-08b6-a139-6902-be0684501543,0,6528,8243,613,287
codex:3b751c59-08b6-a139-6902-be0684501543,1,14720,7784,598,326
codex:3b751c59-08b6-a139-6902-be0684501543,2,22400,7575,761,327
codex:3b751c59-08b6-a139-6902-be0684501543,3,29568,2615,645,304
codex:3b751c59-08b6-a139-6902-be0684501543,4,32128,5084,5728,0
codex:47d48db9-653f-02e5-722a-f83b4245f4b8,0,7040,6240,124,0
codex:47d48db9-653f-02e5-722a-f83b4245f4b8,1,13184,2189,64,0
codex:47d48db9-653f-02e5-722a-f83b4245f4b8,2,15232,438,161,2
codex:47d48db9-653f-02e5-722a-f83b4245f4b8,3,7040,18615,566,98
codex:47d48db9-653f-02e5-722a-f83b4245f4b8,4,7040,27660,173,0
codex:52ed0a7b-343c-00c5-6101-2ae684c81866,0,13696,663,221,2498
codex:52ed0a7b-343c-00c5-6101-2ae684c81866,1,13696,10955,334,6959
codex:52ed0a7b-343c-00c5-6101-2ae684c81866,2,23936,9991,302,3747
codex:52ed0a7b-343c-00c5-6101-2ae684c81866,3,33152,10735,271,27763
codex:52ed0a7b-343c-00c5-6101-2ae684c81866,4,43392,2606,1864,0
codex:5723b0d4-428a-189c-52ca-08dd57567db0,0,8576,6146,564,3623
codex:5723b0d4-428a-189c-52ca-08dd57567db0,1,14208,3682,478,1798
codex:5723b0d4-428a-189c-52ca-08dd57567db0,2,17792,1002,316,6625
codex:5723b0d4-428a-189c-52ca-08dd57567db0,3,18304,2264,790,6973
codex:5723b0d4-428a-189c-52ca-08dd57567db0,4,20352,1075,690,0
codex:5736968b-6959-9ace-dbc4-463e4a4b0f17,0,10624,9012,335,126
codex:5736968b-6959-9ace-dbc4-463e4a4b0f17,1,18816,6404,339,141
codex:5736968b-6959-9ace-dbc4-463e4a4b0f17,2,24960,1083,452,40
codex:5736968b-6959-9ace-dbc4-463e4a4b0f17,3,25984,8084,605,2
codex:5736968b-6959-9ace-dbc4-463e4a4b0f17,4,33152,1562,797,0
codex:6583df34-a54c-ae57-1d5c-d115f437481a,0,3072,17574,161,7569
codex:6583df34-a54c-ae57-1d5c-d115f437481a,1,20480,788,74,14337
codex:6583df34-a54c-ae57-1d5c-d115f437481a,2,20992,1324,30,9969
codex:6583df34-a54c-ae57-1d5c-d115f437481a,3,22016,1125,28,40123
codex:6583df34-a54c-ae57-1d5c-d115f437481a,4,23040,1789,83,0
codex:685a6556-c5b4-30a8-dd5b-87cd2cf47e7b,0,15616,5262,585,1
codex:685a6556-c5b4-30a8-dd5b-87cd2cf47e7b,1,21376,12387,527,1
codex:685a6556-c5b4-30a8-dd5b-87cd2cf47e7b,2,34176,16798,2269,1
codex:685a6556-c5b4-30a8-dd5b-87cd2cf47e7b,3,53120,3929,888,1
codex:685a6556-c5b4-30a8-dd5b-87cd2cf47e7b,4,57856,143,805,0
codex:6ad9bb7f-21a4-e2b6-b669-3e75cadeae3f,0,13696,616,344,3957
codex:6ad9bb7f-21a4-e2b6-b669-3e75cadeae3f,1,13696,18023,468,9418
codex:6ad9bb7f-21a4-e2b6-b669-3e75cadeae3f,2,31104,20035,337,4295
codex:6ad9bb7f-21a4-e2b6-b669-3e75cadeae3f,3,50560,10855,344,12555
codex:6ad9bb7f-21a4-e2b6-b669-3e75cadeae3f,4,60800,15594,2125,0
codex:6c1dd525-d5f3-3231-b2c6-57299c9ce593,0,0,0,0,2162
codex:6c1dd525-d5f3-3231-b2c6-57299c9ce593,1,28544,10355,227,5377
codex:6c1dd525-d5f3-3231-b2c6-57299c9ce593,2,38784,1109,594,15596
codex:6c1dd525-d5f3-3231-b2c6-57299c9ce593,3,38784,1318,210,5221
codex:6c1dd525-d5f3-3231-b2c6-57299c9ce593,4,39808,1274,270,0
codex:6eb0c71d-59ff-e029-ae30-3345ad2a9022,0,10624,659,672,3
codex:6eb0c71d-59ff-e029-ae30-3345ad2a9022,1,11136,1102,161,946
codex:6eb0c71d-59ff-e029-ae30-3345ad2a9022,2,12160,368,298,2
codex:6eb0c71d-59ff-e029-ae30-3345ad2a9022,3,12160,17466,909,3
codex:6eb0c71d-59ff-e029-ae30-3345ad2a9022,4,29568,1760,2934,0
codex:6fdc8ed6-4bf2-7672-78b0-8f8ade421cf9,0,12672,1360,206,2158
codex:6fdc8ed6-4bf2-7672-78b0-8f8ade421cf9,1,13696,13146,275,2320
codex:6fdc8ed6-4bf2-7672-78b0-8f8ade421cf9,2,25984,14684,323,7455
codex:6fdc8ed6-4bf2-7672-78b0-8f8ade421cf9,3,40320,4065,317,11308
codex:6fdc8ed6-4bf2-7672-78b0-8f8ade421cf9,4,43392,2573,965,0
codex:7348721a-6000-cf73-b47d-638976a3c421,0,3456,11576,592,341
codex:7348721a-6000-cf73-b47d-638976a3c421,1,14720,25032,6665,226
codex:7348721a-6000-cf73-b47d-638976a3c421,2,3456,39078,2731,204
codex:7348721a-6000-cf73-b47d-638976a3c421,3,42368,2965,3297,212
codex:7348721a-6000-cf73-b47d-638976a3c421,4,44928,3775,2549,0
codex:75de4a4b-68f7-375b-e745-a2786ea0804a,0,12160,3034,885,221
codex:75de4a4b-68f7-375b-e745-a2786ea0804a,1,14720,7555,970,276
codex:75de4a4b-68f7-375b-e745-a2786ea0804a,2,6528,28851,2481,340
codex:75de4a4b-68f7-375b-e745-a2786ea0804a,3,31104,9215,629,368
codex:75de4a4b-68f7-375b-e745-a2786ea0804a,4,39808,1959,1064,0
codex:75e248d0-c24b-1ef2-3ed7-1cf0d1fdc89b,0,9728,2484,203,435
codex:75e248d0-c24b-1ef2-3ed7-1cf0d1fdc89b,1,12288,6030,274,543
codex:75e248d0-c24b-1ef2-3ed7-1cf0d1fdc89b,2,18432,3392,297,452
codex:75e248d0-c24b-1ef2-3ed7-1cf0d1fdc89b,3,22016,4875,295,487
codex:75e248d0-c24b-1ef2-3ed7-1cf0d1fdc89b,4,27008,3871,3073,0
codex:804f32fa-a1b0-b88c-ef9c-15e91e0d4773,0,10624,667,497,3
codex:804f32fa-a1b0-b88c-ef9c-15e91e0d4773,1,11136,935,165,552
codex:804f32fa-a1b0-b88c-ef9c-15e91e0d4773,2,11648,717,311,4
codex:804f32fa-a1b0-b88c-ef9c-15e91e0d4773,3,12160,16522,578,2
codex:804f32fa-a1b0-b88c-ef9c-15e91e0d4773,4,28544,5124,4236,0
codex:830653d2-5738-5f7e-5202-e62cbcfa5e6a,0,4736,17976,623,2116
codex:830653d2-5738-5f7e-5202-e62cbcfa5e6a,1,22656,12491,578,1106
codex:830653d2-5738-5f7e-5202-e62cbcfa5e6a,2,35072,1631,232,1086
codex:830653d2-5738-5f7e-5202-e62cbcfa5e6a,3,36608,927,295,2297
codex:830653d2-5738-5f7e-5202-e62cbcfa5e6a,4,37504,3365,1508,0
codex:85688dd0-dbf0-3ce0-1f9f-696801f11fae,0,9088,3813,286,1274
codex:85688dd0-dbf0-3ce0-1f9f-696801f11fae,1,9088,4336,367,3195
codex:85688dd0-dbf0-3ce0-1f9f-696801f11fae,2,13184,1213,311,5957
codex:85688dd0-dbf0-3ce0-1f9f-696801f11fae,3,14208,564,240,2897
codex:85688dd0-dbf0-3ce0-1f9f-696801f11fae,4,14720,533,110,0
codex:8f2a47b8-0c26-2dce-936e-90f8ff901484,0,4480,15378,523,4
codex:8f2a47b8-0c26-2dce-936e-90f8ff901484,1,20224,12332,621,1
codex:8f2a47b8-0c26-2dce-936e-90f8ff901484,2,33024,5417,383,2
codex:8f2a47b8-0c26-2dce-936e-90f8ff901484,3,38656,6624,358,1
codex:8f2a47b8-0c26-2dce-936e-90f8ff901484,4,45568,7259,13212,0
codex:95aab7b2-e4ad-8065-eaa1-372160076758,0,4992,9377,316,7659
codex:95aab7b2-e4ad-8065-eaa1-372160076758,1,14208,913,379,2713
codex:95aab7b2-e4ad-8065-eaa1-372160076758,2,4992,13598,90,4794
codex:95aab7b2-e4ad-8065-eaa1-372160076758,3,4992,15799,210,2051
codex:95aab7b2-e4ad-8065-eaa1-372160076758,4,18304,2846,188,0
codex:968300ee-ebb5-d6d0-bd59-005dffd89a85,0,13696,650,293,2382
codex:968300ee-ebb5-d6d0-bd59-005dffd89a85,1,13696,19608,353,1828
codex:968300ee-ebb5-d6d0-bd59-005dffd89a85,2,33152,16451,384,2901
codex:968300ee-ebb5-d6d0-bd59-005dffd89a85,3,49536,25365,370,35348
codex:968300ee-ebb5-d6d0-bd59-005dffd89a85,4,74112,7251,2363,0
codex:96f54f27-f8b2-f504-f921-768e29bc6f27,0,2432,8823,667,18676
codex:96f54f27-f8b2-f504-f921-768e29bc6f27,1,11136,277,356,78
codex:96f54f27-f8b2-f504-f921-768e29bc6f27,2,11648,308,212,6
codex:96f54f27-f8b2-f504-f921-768e29bc6f27,3,12032,711,603,25427
codex:96f54f27-f8b2-f504-f921-768e29bc6f27,4,13184,374,141,0
codex:99477f3d-cac0-b63d-c9ec-3339418fbf82,0,8576,3351,388,17547
codex:99477f3d-cac0-b63d-c9ec-3339418fbf82,1,11648,5108,319,2807
codex:99477f3d-cac0-b63d-c9ec-3339418fbf82,2,8576,11764,83,1543
codex:99477f3d-cac0-b63d-c9ec-3339418fbf82,3,19840,1776,339,2634
codex:99477f3d-cac0-b63d-c9ec-3339418fbf82,4,21376,6281,83,0
codex:9edb8257-b730-ef47-32c2-5168df395d6b,0,6528,8346,635,253
codex:9edb8257-b730-ef47-32c2-5168df395d6b,1,3456,18368,1824,339
codex:9edb8257-b730-ef47-32c2-5168df395d6b,2,21376,8934,460,1144
codex:9edb8257-b730-ef47-32c2-5168df395d6b,3,30080,2242,104,1
codex:9edb8257-b730-ef47-32c2-5168df395d6b,4,32128,578,3480,0
codex:a170d508-0093-0361-9d8a-fe8d6c186add,0,3200,950,51,116
codex:a170d508-0093-0361-9d8a-fe8d6c186add,1,4096,1161,347,300000
codex:a170d508-0093-0361-9d8a-fe8d6c186add,2,3200,2402,192,300000
codex:a170d508-0093-0361-9d8a-fe8d6c186add,3,5504,367,258,21784
codex:a170d508-0093-0361-9d8a-fe8d6c186add,4,3200,2946,5283,0
codex:a51fe35a-9d40-3166-dd0a-aeb7796d8a6a,0,10496,10592,174,1168
codex:a51fe35a-9d40-3166-dd0a-aeb7796d8a6a,1,20736,10397,174,1921
codex:a51fe35a-9d40-3166-dd0a-aeb7796d8a6a,2,30976,3302,306,175736
codex:a51fe35a-9d40-3166-dd0a-aeb7796d8a6a,3,34048,552,111,13503
codex:a51fe35a-9d40-3166-dd0a-aeb7796d8a6a,4,34048,676,165,0
codex:a538dc91-5b9b-42ae-fc7a-8ee51fe4f353,0,13696,378,183,2088
codex:a538dc91-5b9b-42ae-fc7a-8ee51fe4f353,1,13696,5108,364,2128
codex:a538dc91-5b9b-42ae-fc7a-8ee51fe4f353,2,17792,17175,430,2378
codex:a538dc91-5b9b-42ae-fc7a-8ee51fe4f353,3,34176,6313,83,17694
codex:a538dc91-5b9b-42ae-fc7a-8ee51fe4f353,4,40320,996,2577,0
codex:a83f39f6-f232-f230-60cd-c29f7924ac7d,0,7040,12007,99,34201
codex:a83f39f6-f232-f230-60cd-c29f7924ac7d,1,7040,12832,73,300000
codex:a83f39f6-f232-f230-60cd-c29f7924ac7d,2,7040,28390,92,300000
codex:a83f39f6-f232-f230-60cd-c29f7924ac7d,3,7040,46045,92,15836
codex:a83f39f6-f232-f230-60cd-c29f7924ac7d,4,52608,3642,77,0
codex:abb95188-5f39-883c-300e-3afabf67c3d1,0,10624,4161,349,4163
codex:abb95188-5f39-883c-300e-3afabf67c3d1,1,14720,1544,532,9687
codex:abb95188-5f39-883c-300e-3afabf67c3d1,2,8576,10915,701,2417
codex:abb95188-5f39-883c-300e-3afabf67c3d1,3,19328,2939,461,2829
codex:abb95188-5f39-883c-300e-3afabf67c3d1,4,21888,910,503,0
codex:adadc357-3675-23a5-dbcd-f1466c5b04d7,0,7040,7067,106,173817
codex:adadc357-3675-23a5-dbcd-f1466c5b04d7,1,13696,11290,166,17536
codex:adadc357-3675-23a5-dbcd-f1466c5b04d7,2,24448,1845,98,104963
codex:adadc357-3675-23a5-dbcd-f1466c5b04d7,3,25984,2345,77,300000
codex:adadc357-3675-23a5-dbcd-f1466c5b04d7,4,28032,10317,58,0
codex:b1a40e60-666f-33bd-4b3d-506eb89f598c,0,8576,3161,380,1962
codex:b1a40e60-666f-33bd-4b3d-506eb89f598c,1,8576,5297,375,37903
codex:b1a40e60-666f-33bd-4b3d-506eb89f598c,2,13696,3116,2370,5532
codex:b1a40e60-666f-33bd-4b3d-506eb89f598c,3,16256,6930,434,3955
codex:b1a40e60-666f-33bd-4b3d-506eb89f598c,4,22912,959,686,0
codex:b3f254d2-6b5b-a0f3-5840-bd52c6ddc61a,0,2432,13894,277,1788
codex:b3f254d2-6b5b-a0f3-5840-bd52c6ddc61a,1,2432,24694,288,6677
codex:b3f254d2-6b5b-a0f3-5840-bd52c6ddc61a,2,27008,28011,291,7733
codex:b3f254d2-6b5b-a0f3-5840-bd52c6ddc61a,3,54656,17890,244,21045
codex:b3f254d2-6b5b-a0f3-5840-bd52c6ddc61a,4,72064,13643,1672,0
codex:c4dfb7e7-f3b5-4331-4248-899d95902ca4,0,13696,363,236,1484
codex:c4dfb7e7-f3b5-4331-4248-899d95902ca4,1,12672,8386,320,1672
codex:c4dfb7e7-f3b5-4331-4248-899d95902ca4,2,20864,18506,290,4448
codex:c4dfb7e7-f3b5-4331-4248-899d95902ca4,3,39296,22142,178,21631
codex:c4dfb7e7-f3b5-4331-4248-899d95902ca4,4,60800,8384,1554,0
codex:c6891600-10e7-2e3b-bf97-407b6d5e51f1,0,3456,11216,263,277
codex:c6891600-10e7-2e3b-bf97-407b6d5e51f1,1,14848,267,333,2293
codex:c6891600-10e7-2e3b-bf97-407b6d5e51f1,2,15360,982,400,29
codex:c6891600-10e7-2e3b-bf97-407b6d5e51f1,3,16640,4217,401,231451
codex:c6891600-10e7-2e3b-bf97-407b6d5e51f1,4,3456,17674,78,0
codex:c8667e3b-1855-9f0c-e314-649ffed8f29d,0,7552,7636,480,333
codex:c8667e3b-1855-9f0c-e314-649ffed8f29d,1,14720,9926,771,316
codex:c8667e3b-1855-9f0c-e314-649ffed8f29d,2,24448,2045,513,230
codex:c8667e3b-1855-9f0c-e314-649ffed8f29d,3,25984,2203,163,183
codex:c8667e3b-1855-9f0c-e314-649ffed8f29d,4,28032,2762,1462,0
codex:da3d719e-6085-112d-e8c3-ee1f5de0a083,0,8576,3369,284,1353
codex:da3d719e-6085-112d-e8c3-ee1f5de0a083,1,2432,14031,433,15381
codex:da3d719e-6085-112d-e8c3-ee1f5de0a083,2,11648,9422,1058,15192
codex:da3d719e-6085-112d-e8c3-ee1f5de0a083,3,20864,1616,2083,2756
codex:da3d719e-6085-112d-e8c3-ee1f5de0a083,4,22400,2222,720,0
codex:dd4e77ef-d7c5-c2f4-e064-43b79dd43530,0,3456,11281,1127,455
codex:dd4e77ef-d7c5-c2f4-e064-43b79dd43530,1,14720,1938,374,1413
codex:dd4e77ef-d7c5-c2f4-e064-43b79dd43530,2,16256,5947,917,344
codex:dd4e77ef-d7c5-c2f4-e064-43b79dd43530,3,21888,4138,321,285
codex:dd4e77ef-d7c5-c2f4-e064-43b79dd43530,4,25984,2360,5274,0
codex:e004323d-8509-9cde-7157-a3b4f9a53f21,0,14208,739,513,298
codex:e004323d-8509-9cde-7157-a3b4f9a53f21,1,14720,21375,1213,372
codex:e004323d-8509-9cde-7157-a3b4f9a53f21,2,35712,4712,1006,280
codex:e004323d-8509-9cde-7157-a3b4f9a53f21,3,40320,7023,1254,235
codex:e004323d-8509-9cde-7157-a3b4f9a53f21,4,46976,16119,3314,0
codex:e304f9cf-6155-020b-5742-25559fbbb5e3,0,2432,11907,209,1917
codex:e304f9cf-6155-020b-5742-25559fbbb5e3,1,13696,11513,240,5647
codex:e304f9cf-6155-020b-5742-25559fbbb5e3,2,24960,5981,259,2594
codex:e304f9cf-6155-020b-5742-25559fbbb5e3,3,30080,20190,139,10722
codex:e304f9cf-6155-020b-5742-25559fbbb5e3,4,49536,2101,1018,0
codex:e7fba2e1-3ea7-6392-e0f0-ce5743918ed7,0,3456,11495,440,240
